"building_class","fov","architecture","iteration","train_n","validation_n","test_n","kappa","precision","recall","computation_time(seconds)","test_accuracy","average_accuracy","f_score"
Meeting,F90,inception_v3,1,63901,21307,21142,0.1310225089094392,0.10513397422785846,0.7070151306740028,2275,78.29912304878235,74.63559611244126,0.18304843304843307
Meeting,F90,inception_v3,2,63726,21482,21142,0.13644162486752057,0.10891748003549245,0.6753782668500687,2464,79.88364100456238,73.93055919114414,0.18758357211079277
Meeting,F90,inception_v3,3,64021,21187,21142,0.13691583086437759,0.10896041757285777,0.6891334250343879,2399,79.55254912376404,74.42238273837137,0.18816901408450704
Meeting,F90,mobilenet_1.0_224,0,63976,21232,21142,0.017093240419962824,0.04271763225690492,0.9807427785419532,1663,24.359095096588135,59.90414847889781,0.08186933057756345
Meeting,F90,mobilenet_1.0_224,1,63901,21307,21142,0.017882658162832524,0.04310816562290996,0.9752407152682255,1361,25.475355982780457,60.21684840117763,0.08256667054850356
Meeting,F90,mobilenet_1.0_224,2,63726,21482,21142,0.18362058294856773,0.16194076874606175,0.3535075653370014,1442,91.48614406585693,64.41796949878737,0.22212618841832327
Meeting,F90,mobilenet_1.0_224,3,64021,21187,21142,0.05740578732364418,0.06316202432326402,0.8858321870701513,1399,54.42720651626587,70.89704653205276,0.11791632335438983
Meeting,F30_60_90,inception_v3,0,191928,63696,63426,0.1489294618456444,0.1165940594059406,0.6749197615772582,5327,81.29789233207703,74.64075499861146,0.1988383087937323
Meeting,F30_60_90,inception_v3,1,191703,63921,63426,0.15792498989074497,0.12282524019735133,0.6506189821182944,4722,82.82092809677124,74.25762067094044,0.20664045434687636
Meeting,F30_60_90,inception_v3,2,191178,64446,63426,0.14251936471463067,0.11246888436297806,0.6836313617606602,4877,80.36136627197266,74.57588599153533,0.1931597357170618
Meeting,F30_60_90,inception_v3,3,192063,63561,63426,0.14399179294966816,0.11333484951861117,0.6854653828519028,4800,80.478036403656,74.72473456834419,0.19450949778818633
Meeting,F30_60_90,mobilenet_1.0_224,0,191928,63696,63426,0.02374967451630987,0.04601852262152701,0.9523154516276937,3449,31.95061981678009,62.46433164743089,0.08779456831871499
Meeting,F30_60_90,mobilenet_1.0_224,1,191703,63921,63426,0.21131489154897265,0.2109189555781621,0.2851902796882164,2915,93.87317299842834,62.359767066295056,0.242495126705653
Meeting,F30_60_90,mobilenet_1.0_224,2,191178,64446,63426,0.07873101209175994,0.0746494248047695,0.8152223750573132,3020,64.61545825004578,72.76781317690028,0.13677449132658948
Meeting,F30_60_90,mobilenet_1.0_224,3,192063,63561,63426,0.19880888248063686,0.21713810316139767,0.2393397524071527,2927,94.4171130657196,60.43053566509598,0.22769901853871322
Industry,F30,inception_v3,0,63976,21232,21142,0.16749367969037485,0.6863560732113144,0.1492942453854506,3858,75.98145604133606,72.52994006979341,0.24524375743162902
Industry,F30,inception_v3,1,63901,21307,21142,0.1278235385316706,0.7653910149750416,0.1238390092879257,2400,67.87910461425781,71.94808635557254,0.2131850307032789
Industry,F30,inception_v3,2,63726,21482,21142,0.2162345013372687,0.5798668885191348,0.18766828217555195,2592,83.34121704101562,71.42814883919647,0.28356387306753456
Industry,F30,inception_v3,3,64021,21187,21142,0.18705254115614325,0.6589018302828619,0.16286243059839606,2576,78.80522012710571,72.73696714102374,0.26117065127782363
Industry,F30,mobilenet_1.0_224,0,63976,21232,21142,0.21600221929015373,0.22795341098169716,0.28994708994708995,1903,92.43685603141785,59.71512290615607,0.25523986958546807
Industry,F30,mobilenet_1.0_224,1,63901,21307,21142,0.2525054877082868,0.2437603993344426,0.35005973715651134,944,93.12742352485657,60.82392768989164,0.28739578224619916
Industry,F30,mobilenet_1.0_224,2,63726,21482,21142,0.03971078404510025,0.9417637271214643,0.07605482397205053,1065,34.62302386760712,62.60473600502006,0.14074350366778568
